Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0,1,24.385442647713546,27.529824755227725,6.134744022988544,4.042685467529015,5.510237237413572,5.258416786209684,3.106504596949363,6.134744022988544,18.620148968694785,21.297391625028652,23.74295419031755,25.68171260023022,23.435270245684038,21.297391625028652,28.813256532039144
1,2,22.303719671278795,39.998875142829384,3.8498809417807283,5.867751899549994,6.150508286722643,6.3324888989619135,4.676103052783509,3.8498809417807283,31.069617526678876,20.896502741113117,12.633656734956094,22.012529284232652,20.242328914082613,20.896502741113117,26.959752844395556
2,1,31.374884359312325,40.94209977784697,6.793716145264522,2.9387102457220395,6.870721666685054,2.4344408109719056,5.293323452659683,6.793716145264522,-3.104296066671437,21.473075587534048,13.821401372838684,26.743162097531247,22.631911905286938,21.473075587534048,26.71907253569549
3,2,16.71360653422373,33.59322291632675,4.715374625036155,5.698996047398606,5.934980857652042,6.558469978444453,3.56893540500987,4.715374625036155,33.9827303293602,18.26612886170585,20.691190750806765,32.72894460284143,25.998698263846798,18.26612886170585,27.665773709125023
4,2,7.844339456034673,15.059982687051754,3.4463321270133926,6.449798949767999,5.276633860829085,7.758693579973866,5.131526558487743,3.4463321270133926,51.1665279391307,40.588965705470514,35.477153161019366,19.60676826083006,19.503433000505375,40.588965705470514,30.891036931062004
5,1,32.850057687192475,21.847012514641282,4.92243363489565,4.499980997540044,4.952397778846319,5.824183222734817,4.304420386853432,4.92243363489565,24.890312083188732,7.018133019277075,32.26095784643205,26.630470642375332,30.91474947875053,7.018133019277075,31.526591841939737
7,1,32.54588544981799,32.25470663611136,5.683586609681629,3.9520258742791183,5.712300427860379,4.714825488689067,4.997114408154997,5.683586609681629,13.198781259995116,17.66035261260796,19.28643881643726,26.989079830339236,22.609038233817156,17.66035261260796,33.925661123187794
8,2,18.291619074080593,30.80203902896765,4.296047240022339,5.764295245670333,5.65649338854368,6.7017523146837625,4.190887162975951,4.296047240022339,35.88268595857218,23.212542468824104,21.146163954685786,11.649657124844632,25.716360265821425,23.212542468824104,21.092934716187255
9,2,18.843786970448356,30.218595094797493,5.49300669548221,4.954477040458822,5.129927948738849,6.290022536413115,4.451967266899457,5.49300669548221,30.533585379787887,21.56049018407321,18.94972654686025,33.244667713260846,25.125995500881885,21.56049018407321,23.78206455981063
10,1,29.60695114835872,31.224577740903754,5.895695354578647,4.0212578043337635,6.139006047944252,4.602927730350157,4.726196052457068,5.895695354578647,12.156145562029462,18.186950090789374,23.252072504592153,31.521616782222416,23.372040555029137,18.186950090789374,18.7880058122318
12,2,16.901640489963903,15.252610544669125,4.6374149102011,5.394720507208588,4.386364506281751,7.0571797105065315,4.1150877039355676,4.6374149102011,40.77298733758806,34.98801902302045,31.22505591052061,20.029491307488225,29.033855433451468,34.98801902302045,23.68358443441465
13,2,21.49283850863838,23.720085984849895,4.61363114374993,5.325140959298556,5.282714482663739,6.486942918648885,5.050349539904639,4.61363114374993,33.04963030101193,25.902960840264026,27.00021903455763,27.0573869085242,16.0283218949574,25.902960840264026,25.699177111064838
15,1,30.932153337195956,32.64907402765071,5.354755443368297,4.314409473355533,5.539719145372475,5.137194876808887,4.353279478120221,5.354755443368297,17.35997307351449,21.673519339520123,16.853766137300063,19.327366723253988,24.29436481263685,21.673519339520123,31.79920137999072
17,2,21.90042087841503,32.46222059156911,4.809184040267596,5.30950626646725,5.862963028435609,6.087144751928525,4.595959205970455,4.809184040267596,28.022533102134,22.907416826301255,19.743660062752895,26.396374764587655,35.76906962444691,22.907416826301255,25.271896802151605
18,1,33.845085712885435,29.096110622952995,5.19225534951164,4.42659878602777,6.321518879473571,4.8024320619036445,3.851945126863481,5.19225534951164,14.032555580403102,8.1836176783355,30.176606917031982,32.44483796270815,21.134301064548954,8.1836176783355,12.207267707135834
