Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0,1,24.385442647713546,27.529824755227725,6.134744022988544,4.042685467529015,5.510237237413572,5.258416786209684,3.106504596949363,6.134744022988544,18.620148968694785,21.297391625028652,23.74295419031755,25.68171260023022,23.435270245684038,21.297391625028652,28.813256532039144
2,1,31.374884359312325,40.94209977784697,6.793716145264522,2.9387102457220395,6.870721666685054,2.4344408109719056,5.293323452659683,6.793716145264522,-3.104296066671437,21.473075587534048,13.821401372838684,26.743162097531247,22.631911905286938,21.473075587534048,26.71907253569549
5,1,32.850057687192475,21.847012514641282,4.92243363489565,4.499980997540044,4.952397778846319,5.824183222734817,4.304420386853432,4.92243363489565,24.890312083188732,7.018133019277075,32.26095784643205,26.630470642375332,30.91474947875053,7.018133019277075,31.526591841939737
6,0,21.78358402053252,19.33323968318849,4.658479080179566,5.2745869005518005,6.296983720272643,5.860440311722836,3.2775735607157808,4.658479080179566,25.313962518469065,39.18609652072534,34.606781032927806,28.688517717059312,25.680330027264926,39.18609652072534,14.61298170645385
7,1,32.54588544981799,32.25470663611136,5.683586609681629,3.9520258742791183,5.712300427860379,4.714825488689067,4.997114408154997,5.683586609681629,13.198781259995116,17.66035261260796,19.28643881643726,26.989079830339236,22.609038233817156,17.66035261260796,33.925661123187794
10,1,29.60695114835872,31.224577740903754,5.895695354578647,4.0212578043337635,6.139006047944252,4.602927730350157,4.726196052457068,5.895695354578647,12.156145562029462,18.186950090789374,23.252072504592153,31.521616782222416,23.372040555029137,18.186950090789374,18.7880058122318
11,0,34.25598858353408,15.487457656737963,4.784357432721407,4.297486624976982,5.564117732806001,5.121839201318754,4.230342328044077,4.784357432721407,17.20243867536855,36.11387856779058,34.80231908907565,22.296089599794577,31.350365116148502,36.11387856779058,25.10024468515221
14,0,22.703093696407954,18.52327683887857,5.0036393782081845,4.98106296374896,5.487556001945304,6.124406713703027,4.966084041616043,5.0036393782081845,28.47755946605372,28.52302389969692,33.813986198740636,25.175618855289184,27.76274281682365,28.52302389969692,28.22832117135684
15,1,30.932153337195956,32.64907402765071,5.354755443368297,4.314409473355533,5.539719145372475,5.137194876808887,4.353279478120221,5.354755443368297,17.35997307351449,21.673519339520123,16.853766137300063,19.327366723253988,24.29436481263685,21.673519339520123,31.79920137999072
16,0,20.515751148595946,14.83411692358057,5.188935124364256,4.9128292291456335,4.843548695667835,6.485413299149543,4.822722358700264,5.188935124364256,33.02978753198877,27.348075741012103,35.7008076678453,18.242665661197933,28.353410678004714,27.348075741012103,29.638373758395428
18,1,33.845085712885435,29.096110622952995,5.19225534951164,4.42659878602777,6.321518879473571,4.8024320619036445,3.851945126863481,5.19225534951164,14.032555580403102,8.1836176783355,30.176606917031982,32.44483796270815,21.134301064548954,8.1836176783355,12.207267707135834
19,0,18.438984818114722,28.885751568326725,4.5006060412327065,5.6632940147186845,6.484574121697523,6.123299423952111,4.355560167575854,4.5006060412327065,28.463997706575263,33.063304248755976,25.680614488746333,30.421234435580693,28.56798079475626,33.063304248755976,29.32568506436113
23,0,29.63547166325871,22.397114863650636,6.0900828381600185,3.5396092683516778,6.053257710241416,4.19222553327993,3.9410510866782293,6.0900828381600185,8.543956793087206,38.71043670559573,27.78827617451221,22.1643730803555,22.679911393709162,38.71043670559573,26.235827266189414
24,1,29.760721933293258,29.1019619532322,5.714765983554526,4.035490538258542,5.269250626774304,5.184859812964343,3.0075298391875154,5.714765983554526,17.85197315129566,20.164698371955904,20.384318322346594,27.157948746819265,24.53591112561334,20.164698371955904,23.87203622085623
28,0,28.986227576125934,19.64708554048579,5.179508965943505,4.31870655663525,4.884505861833045,5.624027313540469,4.327498041805901,5.179508965943505,22.59888509465224,36.06155193414742,26.11600568792359,23.608619428507318,22.84124932837188,36.06155193414742,29.60877644359668
