Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
6,0,21.78358402053252,19.33323968318849,4.658479080179566,5.2745869005518005,6.296983720272643,5.860440311722836,3.2775735607157808,4.658479080179566,25.313962518469065,39.18609652072534,34.606781032927806,28.688517717059312,25.680330027264926,39.18609652072534,14.61298170645385
11,0,34.25598858353408,15.487457656737963,4.784357432721407,4.297486624976982,5.564117732806001,5.121839201318754,4.230342328044077,4.784357432721407,17.20243867536855,36.11387856779058,34.80231908907565,22.296089599794577,31.350365116148502,36.11387856779058,25.10024468515221
14,0,22.703093696407954,18.52327683887857,5.0036393782081845,4.98106296374896,5.487556001945304,6.124406713703027,4.966084041616043,5.0036393782081845,28.47755946605372,28.52302389969692,33.813986198740636,25.175618855289184,27.76274281682365,28.52302389969692,28.22832117135684
16,0,20.515751148595946,14.83411692358057,5.188935124364256,4.9128292291456335,4.843548695667835,6.485413299149543,4.822722358700264,5.188935124364256,33.02978753198877,27.348075741012103,35.7008076678453,18.242665661197933,28.353410678004714,27.348075741012103,29.638373758395428
19,0,18.438984818114722,28.885751568326725,4.5006060412327065,5.6632940147186845,6.484574121697523,6.123299423952111,4.355560167575854,4.5006060412327065,28.463997706575263,33.063304248755976,25.680614488746333,30.421234435580693,28.56798079475626,33.063304248755976,29.32568506436113
23,0,29.63547166325871,22.397114863650636,6.0900828381600185,3.5396092683516778,6.053257710241416,4.19222553327993,3.9410510866782293,6.0900828381600185,8.543956793087206,38.71043670559573,27.78827617451221,22.1643730803555,22.679911393709162,38.71043670559573,26.235827266189414
28,0,28.986227576125934,19.64708554048579,5.179508965943505,4.31870655663525,4.884505861833045,5.624027313540469,4.327498041805901,5.179508965943505,22.59888509465224,36.06155193414742,26.11600568792359,23.608619428507318,22.84124932837188,36.06155193414742,29.60877644359668
31,0,17.556220090113147,19.716587244097155,4.515922310748004,5.600340703642163,5.444187078617929,6.800783239227667,4.05656935103355,4.515922310748004,37.21985453816298,25.441386687327963,33.67416582016821,23.604867952397036,24.79525431622381,25.441386687327963,21.838471833279073
37,0,28.64062064668633,19.95897233553044,6.035717707042466,3.4541871342650454,4.1300739721781685,5.391732842911179,4.66809921588994,6.035717707042466,20.03998492053008,33.88605965575204,22.517792951919034,25.565096884374054,31.10809178892728,33.88605965575204,32.1665174501689
38,0,30.07377942416509,23.04765471422773,5.806744931080051,3.8807732761499336,5.4496560436461525,5.026305366221798,4.462253348545221,5.806744931080051,16.23294750571305,22.359395305718394,28.508224275972417,27.804623218210764,19.023441675669837,22.359395305718394,18.305092406589164
41,0,29.06412225259674,21.565897808327325,6.063186623990675,3.475875663855801,4.265610913879235,5.364801584526337,4.48494337587475,6.063186623990675,19.750297912539306,27.72168787875224,22.85175193909826,19.8828827246747,32.139329600799435,27.72168787875224,17.500195777448447
43,0,25.78866434426508,13.57687655433639,5.58953414606427,4.155086482217424,4.477837539101652,5.9156518831282305,4.636625912225963,5.58953414606427,25.96413907356159,31.65351737371859,33.55413378669881,19.514351680788526,14.531483557756982,31.65351737371859,30.128720103755526
44,0,32.865098053470476,18.192660180635944,5.353030464135338,3.8967268553591117,5.913630414563305,4.441736169840257,4.484434324257399,5.353030464135338,10.698222073670209,47.45471330548749,29.74477720333999,26.406275151676304,28.816158802249568,47.45471330548749,26.593361895299203
45,0,29.51086213959737,22.76532673253865,6.092327769774425,3.468767002239167,4.998440069835854,4.926080309504525,4.681016230742322,6.092327769774425,15.235469086891209,31.217393169308142,23.640738113931047,24.782529556556657,26.622769999877924,31.217393169308142,36.709990949680645
47,0,28.11282019441962,29.99420715651572,4.6533422110120055,4.943343280516471,5.578018520431567,5.7114942195672365,5.300898086360503,4.6533422110120055,23.590368091352968,29.23206922489236,18.778143923402833,24.50478756143079,27.054954501099914,29.23206922489236,25.873878360289435
48,0,26.278621428147773,21.349485952676588,4.120616986410766,5.267471654489929,5.849379717379909,5.931258418609147,4.213655119582847,4.120616986410766,26.149028299524897,40.126415737215325,28.650803166243705,28.167925177632096,23.03379174058439,40.126415737215325,24.578428992681708
52,0,21.459057502327056,29.13662512113455,4.378598238294905,5.482573214641537,6.072743933733594,6.0539435926951395,4.649630418157944,4.378598238294905,27.619434894737548,38.65590809590452,20.720874261651595,23.49182722651058,30.366534151799527,38.65590809590452,27.24822511235591
55,0,31.642663859905387,3.616335330792051,4.9883656987187885,4.132642805194878,4.011958977180597,6.0497556717036,3.9028180623751485,4.9883656987187885,27.56874555851288,30.14188403104051,44.64044297296702,20.900641539186957,23.445065003923236,30.14188403104051,24.248450030465605
56,0,29.29117962873049,10.95526630531964,5.513508246490081,3.833013454895332,3.76179389038788,5.872252480941898,4.979175976873389,5.513508246490081,25.4525510711313,35.3430181796334,32.48792034793422,24.37762861959708,30.939230627278395,35.3430181796334,19.70159388660624
58,0,27.534658042844885,24.5881658246227,4.80322740080292,4.808399527443731,5.303060291827932,5.82259505732993,4.051222557750933,4.80322740080292,24.871815072845944,31.031761498723363,23.724045880473618,27.17793413513239,9.30297543089825,31.031761498723363,29.177909397099995
60,0,25.65826618705536,26.184072935771745,4.421381996341265,5.240153695139634,6.256108170568726,5.661526044746435,4.538536695482615,4.421381996341265,23.022079026545228,35.700977919188695,26.20115088005582,22.744476635070555,30.036091989140367,35.700977919188695,20.395245921204893
61,0,27.62877098091945,30.334776175976245,3.604025859248468,5.687679161441417,6.334929582862806,6.068253654527012,4.73871053310892,3.604025859248468,27.79290428688344,16.393407142876516,27.330895776093595,25.47095555084637,21.61106235467016,16.393407142876516,18.04978173522961
62,0,31.99580436165629,19.379823906356993,5.413456330636625,4.034058296914285,6.132311535863055,4.518313648399062,3.8297680417041504,5.413456330636625,11.384360096512252,37.98261841644378,32.52754506963828,34.7242362413484,18.943587425708746,37.98261841644378,23.72361244111458
63,0,31.062464870041786,17.805860965107694,6.073209909346389,3.357427275300154,5.243330139074942,4.742452981783312,3.8284317106635952,6.073209909346389,13.46006215562844,29.94487545220479,31.632569663818874,22.967845584631856,31.55177103479921,29.94487545220479,19.203499058826054
64,0,26.90032094304894,8.781598596763832,6.107716400470799,3.3979276964303486,3.619878204866515,5.792499039006938,4.361418087305337,6.107716400470799,24.522246988099322,31.919389490585136,35.78191493161599,19.64358912463362,30.4945539038628,31.919389490585136,21.35332330179631
70,0,28.321054553672482,14.880340425043473,5.5662481342761705,3.9902905997925955,4.278675360825328,5.803558752317336,4.6916724933560765,5.5662481342761705,24.650496062802173,29.639670844515898,31.340011983620787,26.907060016628016,23.80428079197239,29.639670844515898,28.713953237749088
72,0,23.797565516153362,24.361639028397416,4.734378948944898,5.128084872735575,5.6175798846895155,6.0588380095042105,5.522117145498241,4.734378948944898,27.67871989661596,29.521758983758954,26.64793299642275,22.710599141913864,18.08176251060104,29.521758983758954,29.082853599085233
76,0,36.9430375326401,28.56743830596644,5.861883674737315,3.1607926707803076,5.0711252865987175,4.3085035077989735,4.126106600419009,5.861883674737315,9.53240434791907,26.874962469388862,17.174443936944478,30.628573869994618,32.0017125442386,26.874962469388862,24.667675854783177
77,0,12.695478431905553,32.86630863555938,5.474673292126519,5.394515518447749,5.4257846178229325,6.663769885266133,4.082323904309783,5.474673292126519,35.37503095498282,19.26483447358914,18.434520209887605,23.95483484586339,29.905439711774658,19.26483447358914,31.773728452243716
84,0,23.75959897613942,25.970473696977745,4.851386233556293,4.9990974943530375,5.441616539415094,5.964321410121851,4.276594565700845,4.851386233556293,26.542331754440927,36.338804486732464,21.411689779073217,31.618625444825184,23.429305402087547,36.338804486732464,23.312540211898867
86,0,25.76651897949565,5.430206184738553,5.506586819698173,4.1543709998759635,4.939246597022177,5.753698880858122,4.728712548993523,5.506586819698173,24.074252682791023,39.92626981697657,43.8858520500568,18.60467133258256,25.935151594356572,39.92626981697657,27.49792599971353
87,0,18.50105879125609,22.45361444754222,4.613159744635106,5.57534563972674,6.067471726031717,6.426344717555241,3.7993589291073127,4.613159744635106,32.26710830005317,24.516571540246524,33.948464475912196,25.180935740571677,18.54293143834289,24.516571540246524,25.155839110062736
94,0,29.682646592809355,10.504494048434228,4.736975640546596,4.623915220323229,4.734111576233693,6.1297956629390935,4.532267818081099,4.736975640546596,28.543596740589937,23.789760581084384,41.16986595522158,25.841208877537266,25.913977030585478,23.789760581084384,21.5604441988479
105,0,22.1212349091488,21.05024327980314,4.089436492711036,5.647029337163598,6.201839662188633,6.318554853830416,4.504911890047604,4.089436492711036,30.89333731206692,25.867577961489367,36.03703966383371,23.71244753496382,27.84465984146797,25.867577961489367,26.423335636674715
107,0,21.575088563441028,24.193173172131395,4.620864617480113,5.337924845352628,5.8261098789284205,6.184676298873714,4.458494333308133,4.620864617480113,29.219422793053276,31.100993820971425,27.872748462842733,23.813009086539783,19.314718998368182,31.100993820971425,25.84181138812565
108,0,36.01421900406661,24.495209346494118,6.160416657626272,2.7822326671178277,4.7397605784048835,4.398146392533772,3.5667011381590146,6.160416657626272,10.31289356136085,25.025950002813513,21.317710388993394,18.989145192280166,30.819824387022578,25.025950002813513,12.950278714196253
