Id,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
1,2,22.303719671278795,39.998875142829384,3.8498809417807283,5.867751899549994,6.150508286722643,6.3324888989619135,4.676103052783509,3.8498809417807283,31.069617526678876,20.896502741113117,12.633656734956094,22.012529284232652,20.242328914082613,20.896502741113117,26.959752844395556
3,2,16.71360653422373,33.59322291632675,4.715374625036155,5.698996047398606,5.934980857652042,6.558469978444453,3.56893540500987,4.715374625036155,33.9827303293602,18.26612886170585,20.691190750806765,32.72894460284143,25.998698263846798,18.26612886170585,27.665773709125023
4,2,7.844339456034673,15.059982687051754,3.4463321270133926,6.449798949767999,5.276633860829085,7.758693579973866,5.131526558487743,3.4463321270133926,51.1665279391307,40.588965705470514,35.477153161019366,19.60676826083006,19.503433000505375,40.588965705470514,30.891036931062004
6,0,21.78358402053252,19.33323968318849,4.658479080179566,5.2745869005518005,6.296983720272643,5.860440311722836,3.2775735607157808,4.658479080179566,25.313962518469065,39.18609652072534,34.606781032927806,28.688517717059312,25.680330027264926,39.18609652072534,14.61298170645385
8,2,18.291619074080593,30.80203902896765,4.296047240022339,5.764295245670333,5.65649338854368,6.7017523146837625,4.190887162975951,4.296047240022339,35.88268595857218,23.212542468824104,21.146163954685786,11.649657124844632,25.716360265821425,23.212542468824104,21.092934716187255
9,2,18.843786970448356,30.218595094797493,5.49300669548221,4.954477040458822,5.129927948738849,6.290022536413115,4.451967266899457,5.49300669548221,30.533585379787887,21.56049018407321,18.94972654686025,33.244667713260846,25.125995500881885,21.56049018407321,23.78206455981063
11,0,34.25598858353408,15.487457656737963,4.784357432721407,4.297486624976982,5.564117732806001,5.121839201318754,4.230342328044077,4.784357432721407,17.20243867536855,36.11387856779058,34.80231908907565,22.296089599794577,31.350365116148502,36.11387856779058,25.10024468515221
12,2,16.901640489963903,15.252610544669125,4.6374149102011,5.394720507208588,4.386364506281751,7.0571797105065315,4.1150877039355676,4.6374149102011,40.77298733758806,34.98801902302045,31.22505591052061,20.029491307488225,29.033855433451468,34.98801902302045,23.68358443441465
13,2,21.49283850863838,23.720085984849895,4.61363114374993,5.325140959298556,5.282714482663739,6.486942918648885,5.050349539904639,4.61363114374993,33.04963030101193,25.902960840264026,27.00021903455763,27.0573869085242,16.0283218949574,25.902960840264026,25.699177111064838
14,0,22.703093696407954,18.52327683887857,5.0036393782081845,4.98106296374896,5.487556001945304,6.124406713703027,4.966084041616043,5.0036393782081845,28.47755946605372,28.52302389969692,33.813986198740636,25.175618855289184,27.76274281682365,28.52302389969692,28.22832117135684
