# Id, y
0, 738.0
1, 400.6
2, 189.9
3, -78.4
4, -547.4
5, -242.8
6, -581.9
7, -122.5
8, 303.2
9, 539.2
10, 324.7
11, 668.5
12, 255.1
13, -116.1
14, 150.4
15, -222.7
16, 104.7
17, -83.8
18, -582.2
19, 321.4
20, -41.1
21, 277.2
22, -320.8
23, -189.2
24, -349.8
25, -192.7
26, -369.3
27, -65.9
28, 480.7
29, 178.7
30, -238.8
31, -170.2
32, -128.1
33, -323.5
34, -128.8
35, -488.1
36, 13.8
37, 16.9
38, -685.2
39, 164.0
40, -212.4
41, 498.1
42, -259.1
43, 31.1
44, -208.6
45, 34.6
46, -363.5
47, 125.3
48, 91.6
49, 137.2
50, -279.6
51, 205.9
52, -350.9
53, -317.0
54, -147.9
55, -289.8
56, 135.5
57, -126.7
58, -720.2
59, -138.6
60, -587.1
61, -94.0
62, -3.7
63, 75.5
64, 170.1
65, -322.3
66, -331.4
67, -277.9
68, 151.6
69, -130.3
70, 239.5
71, -58.3
72, -187.7
73, -444.2
74, -169.6
75, 49.8
76, 173.2
77, -543.6
78, 145.7
79, -440.8
80, 176.6
81, 285.5
82, 164.8
83, 181.0
84, 268.9
85, -946.6
86, 34.7
87, -385.6
88, -156.0
89, 94.8
90, -3.3
91, -361.4
92, 519.2
93, -153.7
94, 719.0
95, 218.9
96, 419.7
97, 183.7
98, 181.4
99, -84.7
100, 47.3
101, -44.1
102, -41.0
103, 69.7
104, 456.1
105, 159.5
106, 36.7
107, -390.3
108, -348.1
109, 25.5
110, 133.5
111, 606.4
112, 10.4
113, 170.3
114, -118.5
115, 126.3
116, 615.3
117, 245.6
118, 101.4
119, 59.7
120, -107.4
121, 126.5
122, 156.4
123, -101.4
124, 258.9
125, -313.2
126, 242.5
127, -198.6
128, 53.0
129, -138.9
130, -470.6
131, -345.9
132, 27.0
133, -81.7
134, -27.1
135, 262.4
136, 137.7
137, 137.9
138, 530.9
139, -138.6
140, 395.5
141, -859.3
142, -55.0
143, -106.7
144, 207.4
145, -332.9
146, 210.2
147, 59.4
148, 444.7
149, -434.8
150, -37.4
151, -138.2
152, 461.1
153, -379.3
154, 92.5
155, 305.7
156, 80.0
157, -141.0
158, 266.4
159, 70.3
160, -327.5
161, 239.7
162, -85.8
163, -169.6
164, 347.6
165, 12.1
166, -280.7
167, 223.9
168, 348.0
169, 343.5
170, -235.1
171, -280.4
172, -163.1
173, 686.5
174, -614.1
175, 217.8
176, 186.7
177, 159.9
178, -325.9
179, -294.2
180, 99.1
181, -398.9
182, -120.3
183, -474.2
184, 4.9
185, 100.1
186, -352.5
187, -134.3
188, 148.6
189, 140.6
190, -194.0
191, 49.5
192, 408.2
193, 34.4
194, 302.1
195, -307.0
196, 417.4
197, -15.8
198, -475.1
199, 99.7
200, -456.1
201, -95.6
202, -37.1
203, 759.5
204, -180.6
205, -203.1
206, 214.7
207, 581.5
208, -187.2
209, 238.5
210, 288.8
211, -131.1
212, -26.7
213, -35.7
214, -463.7
215, -730.9
216, -266.9
217, 487.4
218, -629.7
219, 143.0
220, 95.6
221, -250.1
222, -78.3
223, -24.9
224, -194.3
225, -72.4
226, -334.6
227, 433.4
228, -463.8
229, 167.1
230, 141.7
231, 48.7
232, 172.8
233, -451.6
234, 451.8
235, -283.1
236, -595.7
237, 117.4
238, -19.5
239, -34.3
240, 336.3
241, 393.7
242, -122.7
243, -440.6
244, 177.7
245, 317.2
246, -273.6
247, -766.8
248, 215.3
249, 599.2
250, -416.0
251, -378.6
252, 287.2
253, -221.7
254, 604.1
255, -37.5
256, -47.9
257, -70.6
258, -63.3
259, -458.5
260, -468.7
261, -136.8
262, 865.2
263, -156.9
264, -356.7
265, 124.3
266, 275.6
267, -38.0
268, -171.2
269, 67.7
270, -587.1
271, -162.9
272, -220.0
273, 151.4
274, -103.1
275, 115.5
276, -415.9
277, 113.0
278, 239.2
279, -290.2
280, -265.5
281, -83.0
282, 171.3
283, -150.7
284, 123.6
285, -82.6
286, 204.2
287, -211.3
288, -218.0
289, 700.0
290, -677.1
291, -72.9
292, -107.3
293, -245.7
294, -341.4
295, -170.5
296, 25.5
297, 72.6
298, -265.3
299, -101.0
300, -32.4
301, -293.6
302, -269.5
303, -46.4
304, 498.3
305, -91.1
306, -447.0
307, -201.8
308, 178.0
309, -275.2
310, -120.6
311, 530.4
312, -237.0
313, -455.3
314, -373.2
315, 134.3
316, 120.9
317, -510.2
318, 465.9
319, 138.5
320, -501.9
321, -539.3
322, 310.8
